licence_number,expiry_date,services,subtype,name,secondary_name,location,address,street_address,city,postal_code,business_phone,business_fax
X035262,2024-01-10,['trading'],Brokerage,Easy List Realty,Stratten Gates Real Estate Ltd.,Victoria,"301 - 1321 Blanshard Street, Victoria",301 - 1321 Blanshard Street, Victoria,V8W 0B6,(888) 323-1998,
X028486,2025-05-05,"['trading', 'rental']",Brokerage,EasyRent Real Estate Services Ltd.,EasyRent Real Estate Services Ltd.,Vancouver,"204-2590 Granville Street, Vancouver",204-2590 Granville Street, Vancouver,V6H 3H1,(604) 662-3279,(604) 608-9187
X028569,2026-01-01,"['rental', 'strata']",Brokerage,ECM Strata Management Ltd.,ECM Strata Management Ltd.,Abbotsford,"110 - 2669 Langdon Street, PO Box 2382, Abbotsford",110 - 2669 Langdon Street, PO Box 2382,V2T 3L3,(604) 855-9895,(604) 855-9825
X029071,2024-12-15,"['trading', 'rental']",Brokerage,Eco-World Property Management Corp.,Eco-World Property Management Corp.,Burnaby,"220 - 4211 Kingsway, Burnaby",220 - 4211 Kingsway, Burnaby,V5H 1Z6,(604) 438-0020,(604) 438-0010
X024429,2024-10-23,"['trading', 'rental']",Brokerage,Edward Wong & Associates Realty Inc.,Edward Wong & Associates Realty Inc.,Vancouver,"105-1525 West 8th Avenue, Vancouver",105-1525 West 8th Avenue, Vancouver,V6J 1T5,(604) 737-1911,
X027349,2025-05-01,"['trading', 'rental', 'strata']",Brokerage,Elevate Performance Realty & Management,Lanark Holdings Ltd.,Squamish,"101 - 38142 Cleveland Avenue, Box 477, Squamish",101 - 38142 Cleveland Avenue, Box 477,V8B 0A4,(604) 892-5954,(604) 892-5997
X035383,2024-03-31,"['trading', 'rental', 'strata']",Branch Office,Elevate Performance Realty & Management,Lanark Holdings Ltd.,Prince George,"102 - 513 Abhau Street, Prince George",102 - 513 Abhau Street, Prince George,V2M 3R8,(250) 564-0022,(250) 564-0020
X029051,2024-10-21,"['trading', 'rental']",Brokerage,Emerge Realty Corp.,Emerge Realty Corp.,Vancouver,"3502-198 Aquarius Mews, Vancouver",3502-198 Aquarius Mews, Vancouver,V6Z 2Y4,(604) 336-8880,(604) 608-5676
X035221,2025-11-27,"['trading', 'rental']",Brokerage,Emily Oh Realty,Emily Oh Realty Ltd.,Coquitlam,"H 341 North Road, Coquitlam",H 341 North Road, Coquitlam,V3K 3V8,(604) 492-3818,
X035172,2025-09-15,['trading'],Brokerage,Engel & Volkers Kamloops,Town Brothers Realty Ltd.,Kamloops,"606 Victoria Street, Kamloops",606 Victoria Street, Kamloops,V2C 2B4,(250) 319-3458,
X037746,2024-07-13,['trading'],Branch Office,Engel & Volkers Kamloops,Town Brothers Realty Ltd.,Sun Peaks,B 1130 Sun Peaks,B 1130 Sun Peaks,,V0E 5N0,(778) 765-1500,(778) 765-2062
X029323,2025-06-14,"['trading', 'rental']",Brokerage,Engel & Volkers Okanagan,Lexterra Real Estate Corporation,Kelowna,"1429 Ellis Street, Kelowna",1429 Ellis Street, Kelowna,V1Y 2A3,(778) 478-9300,(778) 478-1099
X036062,2025-03-25,['trading'],Brokerage,Engel & Volkers South Okanagan,Bench View Realty Inc.,Penticton,"467 Main Street, Penticton",467 Main Street, Penticton,V2A 5C4,(250) 809-1260,
X031999,2025-11-23,"['trading', 'rental']",Brokerage,Engel & Volkers Vancouver,Carros Group Services Inc.,Vancouver,"130 - 1152 Mainland Street, Vancouver",130 - 1152 Mainland Street, Vancouver,V6B 4X2,(778) 374-3100,(604) 622-7027
X032418,2024-04-18,"['trading', 'rental']",Branch Office,Engel & Volkers Vancouver,Carros Group Services Inc.,West Vancouver,"2416 Marine Drive, West Vancouver",2416 Marine Drive, West Vancouver,V7V 1L1,(778) 379-1785,(604) 622-7027
X033605,2025-05-11,"['trading', 'rental']",Branch Office,Engel & Volkers Vancouver,Carros Group Services Inc.,Vancouver,"2126 West 41st Avenue, Vancouver",2126 West 41st Avenue, Vancouver,V6M 1Z1,,
X034858,2024-11-21,"['trading', 'rental']",Branch Office,Engel & Volkers Vancouver,Carros Group Services Inc.,Vancouver,"130 - 1152 Mainland Street, Vancouver",130 - 1152 Mainland Street, Vancouver,V6B 4X2,(778) 374-3100,(604) 622-7027
X030447,2024-04-17,"['trading', 'rental']",Brokerage,Engel & Volkers Vancouver Island,Island Group Services Inc.,Victoria,"735 Humboldt Street, Victoria",735 Humboldt Street, Victoria,V8W 1B1,(778) 433-8885,
X031857,2025-10-25,"['trading', 'rental']",Branch Office,Engel & Volkers Vancouver Island,Island Group Services Inc.,Victoria,"2249 Oak Bay Avenue, Victoria",2249 Oak Bay Avenue, Victoria,V8R 1G4,(778) 433-8885,
X035133,2025-07-23,"['trading', 'rental']",Branch Office,Engel & Volkers Vancouver Island,Island Group Services Inc.,Victoria,"137-1325 Bear Mountain Parkway, Victoria",137-1325 Bear Mountain Parkway, Victoria,V9B 6T2,(778) 433-8885,
X034807,2024-10-22,['trading'],Brokerage,Engel & Volkers Vancouver Island North,1173669 B.C. Ltd.,Courtenay,"324 5th Street, Courtenay",324 5th Street, Courtenay,V9N 1K1,(250) 871-1377,
REX602498,2025-03-23,"['trading', 'rental']",Branch Office,Engel & Volkers Whistler,Thornhill Real Estate Group Ltd.,Whistler,"214-4368 Main St, Whistler",214-4368 Main St, Whistler,V8E 1A8,(604) 932-1875,
X028935,2025-10-28,"['trading', 'rental']",Brokerage,Engel & Volkers Whistler,Thornhill Real Estate Group Ltd.,Whistler,"36-4314 Main Street, Whistler",36-4314 Main Street, Whistler,V0N 1B4,(604) 932-1875,(604) 932-1878
X031491,2025-01-16,['trading'],Branch Office,Engel & Volkers Whistler,Thornhill Real Estate Group Ltd.,Squamish,"150 - 1200 Hunter Place, Squamish",150 - 1200 Hunter Place, Squamish,V8B 0G8,(778) 733-0611,
X034855,2025-02-20,"['trading', 'rental']",Brokerage,EPIC Investment Services (BC) Inc.,EPIC Investment Services (BC) Inc.,Vancouver,"340 - 1085 Homer Street, Vancouver",340 - 1085 Homer Street, Vancouver,V6B 1J4,(604) 678-0244,(403) 678-0248
X028900,2025-06-03,['trading'],Brokerage,Epic Real Estate Solutions Inc.,Epic Real Estate Solutions Inc.,Kelowna,"307 1350 St. Paul Street, Kelowna",307 1350 St. Paul Street, Kelowna,V1Y 2E1,(250) 861-3742,(604) 288-5111
X021296,2024-08-08,"['trading', 'rental']",Brokerage,Equitex Realty Ltd.,Equitex Realty Ltd.,Victoria,"5th Floor, 707 Fort Street, Victoria",5th Floor, 707 Fort Street,V8W 3G3,(250) 386-6071,(250) 386-5306
X027998,2024-01-19,"['trading', 'rental']",Brokerage,eRealestore,eRealestore Inc.,Burnaby,"2218 - 4500 Kingsway, Burnaby",2218 - 4500 Kingsway, Burnaby,V5H 2A9,(604) 437-6868,
X031261,2024-07-14,"['trading', 'rental']",Branch Office,eRealestore,eRealestore Inc.,Richmond,"1790-4311 Hazelbridge Way, Richmond",1790-4311 Hazelbridge Way, Richmond,V6X 3L7,(604) 437-6868,
X037696,2024-07-07,"['trading', 'rental', 'strata']",Brokerage,Ernest Chang Realty,Ernest Chang Realty Ltd.,Vancouver,"1602-288 West 1st Avenue, Vancouver",1602-288 West 1st Avenue, Vancouver,V5Y 0E9,(778) 828-7288,
X029020,2024-07-23,['trading'],Brokerage,Ernst & Young Real Estate Services Inc.,Ernst & Young Real Estate Services Inc.,Vancouver,"1133 Melville St., Suite 1900, Vancouver",1133 Melville St., Suite 1900,V6E 4E5,(604) 891-8200,(604) 899-3530
X030816,2025-04-25,"['trading', 'rental']",Brokerage,Evergreen West Realty,Evergreen West Realty Inc.,Coquitlam,"206 - 2963 Glen Drive, Coquitlam",206 - 2963 Glen Drive, Coquitlam,V3B 2P7,(604) 942-1389,(604) 942-2016
X037780,2024-07-18,['trading'],Brokerage,Evermark Real Estate Services,Evermark Real Estate Services Inc.,Vancouver,"450 - 1200 West 73 Avenue, Vancouver",450 - 1200 West 73 Avenue, Vancouver,V6P 6G5,(604) 388-5557,
X030523,2024-06-24,['trading'],Brokerage,Exit This Way Consulting,One Network Inc.,Kelowna,"3920 Gallaghers Parkway, Kelowna",3920 Gallaghers Parkway, Kelowna,V1W 3Z8,(250) 870-6813,
REX602796,2025-04-17,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Comox,"2040 Guthrie Rd, Comox",2040 Guthrie Rd, Comox,V9M 3P6,(833) 817-6506,
REX603025,2025-05-16,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",100 Mile House,"1 230 Cariboo Hwy 97, 100 Mile House",1 230 Cariboo Hwy 97, 100 Mile House,V0K 2Z0,(833) 817-6506,
REX603825,2025-07-31,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Whistler,"338B-4370 Lorimer Rd, Whistler",338B-4370 Lorimer Rd, Whistler,V8E 1A6,(833) 817-6506,
REX604210,2025-09-27,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Golden,"902A 10th Ave S, Golden",902A 10th Ave S, Golden,VOA 1H2,(833) 817-6506,
REX604912,2025-11-20,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Surrey,"401-15350 Croydon Dr, Surrey",401-15350 Croydon Dr, Surrey,V3Z 1H4,(604) 507-0200,
REX605075,2025-12-04,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Vancouver,"701 West Georgia unit 1500, Vancouver",701 West Georgia unit 1500, Vancouver,V7Y 1G3,(833) 817-6506,
X034443,2024-04-22,['trading'],Brokerage,eXp Realty,"eXp Realty of Canada, Inc.",Vancouver,"701 West Georgia Street, Suite 1500, Vancouver",701 West Georgia Street, Suite 1500,V7Y 1G5,(833) 817-6506,(866) 253-9200
X034598,2024-08-08,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Victoria,"1321 Blanshard Street, Suite 301, Victoria",1321 Blanshard Street, Suite 301,V8W 0B6,(833) 817-6506,(866) 253-9200
X034619,2024-06-04,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Prince George,"2005 Highway 97 South, Prince George",2005 Highway 97 South, Prince George,V2N 7A3,(833) 817-6506,(866) 253-9200
X034792,2024-10-01,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Surrey,"202-15388 24th Avenue, Surrey",202-15388 24th Avenue, Surrey,V4A 2J2,(833) 817-6506,(866) 253-9200
X034830,2024-10-25,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Kelowna,"1100 - 1631 Dickson Avenue, Kelowna",1100 - 1631 Dickson Avenue, Kelowna,V1Y 0B5,(833) 817-6506,
X034893,2025-01-02,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Nanaimo,"2-3179 Barons Rd, Nanaimo",2-3179 Barons Rd, Nanaimo,V9T 5W5,(833) 817-6506,(866) 253-9200
X034933,2025-02-06,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Chilliwack,"12 - 8465 Harvard Place, Chilliwack",12 - 8465 Harvard Place, Chilliwack,V2P 7Z5,(833) 817-6506,(866) 253-9200
X034981,2025-03-31,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Kamloops,"1000 Clubhouse Drive (Lower Level), Kamloops",1000 Clubhouse Drive (Lower Level), Kamloops,V2H 1T9,(833) 817-6506,(866) 253-9200
X035239,2025-12-12,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Fernie,"342 2nd Avenue, PO. Box 2852, Fernie",342 2nd Avenue, PO. Box 2852,V0B 1M0,(833) 817-6506,(866) 253-9200
X035320,2024-02-03,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Penticton,"645 Main Street, Penticton",645 Main Street, Penticton,V2A 5C9,(833) 817-6506,(866) 263-9200
X035737,2024-11-13,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",North Vancouver,"109 Lonsdale Avenue, North Vancouver",109 Lonsdale Avenue, North Vancouver,V7M 2E7,(604) 770-1676,
X035792,2024-12-18,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Castlegar,"1761 Columbia Ave, Castlegar",1761 Columbia Ave, Castlegar,V1N 2W6,(250) 374-1925,(250) 374-1377
X037463,2024-05-26,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Penticton,"102 - 2904 Skaha Lake Road, Penticton",102 - 2904 Skaha Lake Road, Penticton,V2A 7H2,(250) 493-6040,
X037687,2024-05-26,['trading'],Branch Office,eXp Realty,"eXp Realty of Canada, Inc.",Golden,"509 9th Avenue N., Golden",509 9th Avenue N., Golden,V0A 1H0,(833) 817-6506,(866) 263-9200
X025711,2024-11-26,"['trading', 'rental']",Brokerage,Fair Realty,Fair Realty Ltd.,Victoria,"301-1321 Blanshard Street, Victoria",301-1321 Blanshard Street, Victoria,V8W 0B6,(250) 480-3000,(866) 232-1101
X028238,2024-08-03,"['trading', 'rental']",Branch Office,Fair Realty,Fair Realty Ltd.,Nanaimo,"Unit 2, 70 Church Street, Nanaimo",Unit 2, 70 Church Street,V9R 5H4,(250) 480-3000,(866) 232-1101
X028464,2025-03-04,"['trading', 'rental']",Branch Office,Fair Realty,Fair Realty Ltd.,Langley,"200-8661 201 Street, Langley",200-8661 201 Street, Langley,V2Y 0G9,(250) 480-3000,(866) 232-1101
X028465,2025-03-07,"['trading', 'rental']",Branch Office,Fair Realty,Fair Realty Ltd.,Vancouver,"1300-1500 West Georgia Street, Vancouver",1300-1500 West Georgia Street, Vancouver,V6G 2Z6,(250) 480-3000,(866) 232-1101
X028976,2024-02-05,"['trading', 'rental']",Branch Office,Fair Realty,Fair Realty Ltd.,Sorrento,"8 - 1257 Trans Canada Highway, P.O. Box 280, Sorrento",8 - 1257 Trans Canada Highway, P.O. Box 280,V0E 2W0,(250) 480-3000,(866) 232-1101
X029821,2024-09-30,"['trading', 'rental']",Branch Office,Fair Realty,Fair Realty Ltd.,Colwood,"132-328 Wale Road, Colwood",132-328 Wale Road, Colwood,V9B 0J8,(250) 480-3000,(866) 232-1101
X029846,2024-10-04,"['trading', 'rental']",Branch Office,Fair Realty,Fair Realty Ltd.,Nelson,"602 Baker Street, Nelson",602 Baker Street, Nelson,V1L 4J4,(250) 480-3000,(866) 232-1101
X029924,2024-12-01,['trading'],Branch Office,Fair Realty,Fair Realty Ltd.,Salmon Arm,"1111B Lakeshore Drive SW, Salmon Arm",1111B Lakeshore Drive SW, Salmon Arm,V1E 1E4,(250) 480-3000,(866) 232-1101
X030108,2025-06-15,"['trading', 'rental']",Branch Office,Fair Realty,Fair Realty Ltd.,Panorama,2035 Panorama,2035 Panorama,,V0A 1T0,(250) 480-3000,(866) 232-1101
X030174,2025-08-22,"['trading', 'rental']",Branch Office,Fair Realty,Fair Realty Ltd.,Kelowna,"347 Leon Avenue, Suite 210, Kelowna",347 Leon Avenue, Suite 210,V1Y 8C7,(250) 480-3000,(866) 232-1101
X030210,2025-09-21,"['trading', 'rental']",Branch Office,Fair Realty,Fair Realty Ltd.,Burns Lake,"118 Bay Street, P.O. Box 614, Burns Lake",118 Bay Street, P.O. Box 614,V0J 1E0,(250) 480-3000,(866) 232-1101
X030213,2025-09-22,"['trading', 'rental']",Branch Office,Fair Realty,Fair Realty Ltd.,Penticton,"129 Nanaimo Avenue W, Penticton",129 Nanaimo Avenue W, Penticton,V2A 1N2,(250) 480-3000,(866) 232-1101
X031340,2024-10-09,['trading'],Branch Office,Fair Realty,Fair Realty Ltd.,Creston,"1012 Canyon Street, Creston",1012 Canyon Street, Creston,V0B 1G0,(250) 480-3000,(866) 232-1101
X031517,2025-01-30,['trading'],Branch Office,Fair Realty,Fair Realty Ltd.,Cranbrook,"100-131 7th Ave S, Cranbrook",100-131 7th Ave S, Cranbrook,V1C 2J3,(250) 480-3000,(866) 232-1101
X031609,2025-03-25,['trading'],Branch Office,Fair Realty,Fair Realty Ltd.,Kamloops,"348 Tranquille Road, Kamloops",348 Tranquille Road, Kamloops,V2B 3G6,(250) 480-3000,(866) 232-1101
X033891,2025-06-15,['trading'],Branch Office,Fair Realty,Fair Realty Ltd.,Kaslo,"311 4th Street, P.O. Box 1363, Kaslo",311 4th Street, P.O. Box 1363,V0G 1M0,(250) 480-3000,(866) 232-1101
X037506,2024-04-04,['trading'],Branch Office,Fair Realty,Fair Realty Ltd.,Chetwynd,"5121 47th Avenue, Unit 4, Chetwynd",5121 47th Avenue, Unit 4,V0C 1J0,(250) 480-3000,(866) 232-1101
REX603338,2025-05-30,"['trading', 'rental']",Branch Office,FaithWilson Christies International Real Estate,Faith Wilson Realty Group Inc.,Kelowna,"3 1156 Ellis St, Kelowna",3 1156 Ellis St, Kelowna,V1Y 0J5,(604) 224-5277,
X029915,2025-05-31,"['trading', 'rental']",Brokerage,FaithWilson Christies International Real Estate,Faith Wilson Realty Group Inc.,Vancouver,"1838 West 1st Avenue, Vancouver",1838 West 1st Avenue, Vancouver,V6J 1G5,(604) 224-5277,(604) 224-5279
X035352,2024-03-02,"['trading', 'rental']",Branch Office,FaithWilson Christies International Real Estate,Faith Wilson Realty Group Inc.,Penticton,"129 Nanaimo Avenue West, Penticton",129 Nanaimo Avenue West, Penticton,V2A 1N2,(604) 224-5277,
X001144,2025-06-29,['trading'],Brokerage,Fifth Avenue Real Estate Marketing Ltd.,Fifth Avenue Real Estate Marketing Ltd.,Surrey,"313 - 14928 56th Avenue, Surrey",313 - 14928 56th Avenue, Surrey,V3S 2N5,(604) 583-2212,(604) 583-3264
X024059,2024-08-15,"['trading', 'rental', 'strata']",Brokerage,Firm Management Corporation,Firm Management Corporation,Saanichton,"#200 - 1931 Mt. Newton Cross Road, Saanichton",#200 - 1931 Mt. Newton Cross Road, Saanichton,V8M 2A9,(250) 544-2300,(250) 544-0550
X029021,2024-07-07,"['rental', 'strata']",Brokerage,First Landmark Strata & Property Management Ltd.,First Landmark Strata & Property Management Ltd.,Vernon,"114 Mashie Crescent, Vernon",114 Mashie Crescent, Vernon,V1H 1V8,(250) 275-1393,(250) 503-1504
X035015,2025-04-30,"['trading', 'rental', 'strata']",Brokerage,First Stay Realty Inc.,First Stay Realty Inc.,Vancouver,"204 - 1118 Homer Street, Vancouver",204 - 1118 Homer Street, Vancouver,V6B 6L5,(778) 317-6393,
X034867,2024-12-03,"['trading', 'rental', 'strata']",Brokerage,Firstar Realty Corp.,Firstar Realty Corp.,Burnaby,"515-4538 Kingsway, Burnaby",515-4538 Kingsway, Burnaby,V5H 4T9,(778) 381-6168,(833) 222-6227
X000867,2025-06-29,"['rental', 'strata']",Brokerage,FirstService Residential,FirstService Residential BC Ltd.,Vancouver,"700-200 Granville Street, Vancouver",700-200 Granville Street, Vancouver,V6C 1S4,(604) 683-8900,(604) 689-4829
X037555,2024-04-18,['trading'],Brokerage,Floorspace Commercial Inc.,Floorspace Commercial Inc.,Vancouver,"250-1166 Alberni Street, Vancouver",250-1166 Alberni Street, Vancouver,V6E 3Z3,(604) 328-4603,
X029528,2024-01-25,"['trading', 'rental', 'strata']",Brokerage,Fort Park Property Management and Real Estate,Fort Park Real Estate Inc.,Richmond,"1115 22091 Fraserwood Way, Richmond",1115 22091 Fraserwood Way, Richmond,V6W 0A8,(604) 447-7275,(604) 630-8816
X032886,2024-07-18,['trading'],Brokerage,Fortune Marketing Realty Inc.,Fortune Marketing Realty Inc.,Kelowna,"305 Lawrence Avenue, Kelowna",305 Lawrence Avenue, Kelowna,V1Y 9W5,(778) 484-0045,
X035731,2025-01-11,"['trading', 'rental']",Brokerage,Forty Ninth Living,Forty Ninth Living Management Ltd.,Chilliwack,"102 - 7075 Vedder Road, Chilliwack",102 - 7075 Vedder Road, Chilliwack,V2R 1E6,(604) 845-5375,
X024562,2025-01-04,"['trading', 'rental']",Brokerage,Four Sails Realty Inc.,Four Sails Realty Inc.,West Vancouver,"200 - 100 Park Royal, West Vancouver",200 - 100 Park Royal, West Vancouver,V7T 1A2,(604) 926-7223,(866) 572-3168
REX602198,2025-03-03,"['trading', 'rental', 'strata']",Brokerage,Four Seasons Marketing Group,Four Seasons Marketing Group Ltd,Surrey,"300-15300 Croydon Dr, Surrey",300-15300 Croydon Dr, Surrey,V3Z 0Z5,(778) 322-1493,
REX602213,2025-03-03,"['trading', 'rental', 'strata']",Brokerage,Four Seasons Property Management Ltd,Four Seasons Property Management Ltd,Surrey,"300-15300 Croydon Dr, Surrey",300-15300 Croydon Dr, Surrey,V3Z 0Z5,(778) 322-1493,
X030259,2025-11-17,['strata'],Brokerage,Fox Strata Management Ltd.,Fox Strata Management Ltd.,Pemberton,"1745 Pinewood Drive, Pemberton",1745 Pinewood Drive, Pemberton,V0N 2L0,(604) 938-3996,(604) 894-2087
X013136,2024-05-16,"['trading', 'rental']",Brokerage,Frame Realty (1984) Ltd.,Frame Realty (1984) Ltd.,Burns Lake,"765 Nourse Road 2, P.O. Box 282, Burns Lake",765 Nourse Road 2, P.O. Box 282,V0J 1E0,(250) 692-3115,(866) 847-0055
REX602572,2025-05-30,['trading'],Brokerage,Framework Marketing Inc. ,Framework Marketing Inc. ,Vancouver,"254 East 2nd Avenue, Vancouver",254 East 2nd Avenue, Vancouver,B.C. V5T1B7,(604) 626-2725,
X028543,2025-12-30,['strata'],Brokerage,Fraser Campbell Property Management Ltd.,Fraser Campbell Property Management Ltd.,Surrey,"210 -5500 152 Street, Surrey",210 -5500 152 Street, Surrey,V3S 5J9,(604) 585-3276,(604) 585-3233
X018997,2024-08-18,"['trading', 'rental', 'strata']",Brokerage,Fraser Park Realty Ltd.,Fraser Park Realty Ltd.,Surrey,"235 - 10330 152nd Street, Surrey",235 - 10330 152nd Street, Surrey,V3R 4G8,(604) 398-7275,(604) 264-1441
X029002,2024-06-02,"['trading', 'rental', 'strata']",Brokerage,Fraser Property Management Realty Services Ltd.,Fraser Property Management Realty Services Ltd.,Maple Ridge,"1 - 22374 Lougheed Highway, Maple Ridge",1 - 22374 Lougheed Highway, Maple Ridge,V2X 2T5,(604) 466-7021,(604) 466-7052
X001155,2025-06-29,"['trading', 'rental']",Brokerage,Fraser River Realty Ltd.,Fraser River Realty Ltd.,Richmond,"#220 - 6911 Graybar Road, Richmond",#220 - 6911 Graybar Road, Richmond,V6W 1H3,(604) 273-0830,(604) 273-4696
X028947,2026-01-01,['strata'],Brokerage,Freelance Strata Management Services Ltd.,Freelance Strata Management Services Ltd.,Duncan,"2D - 2753 Charlotte Road, Duncan",2D - 2753 Charlotte Road, Duncan,V9L 5J2,(250) 748-1023,(250) 746-1890
